Date (GMT +11);testDataYear
12 Apr 2022 11:10:38;31.18,point {  fill-color: #F05323; }
12 Apr 2022 11:00:31;34.53,point {  fill-color: #F05323; }
12 Apr 2022 10:50:23;25.90,point {  fill-color: #F05323; }
12 Apr 2022 10:40:16;25.94,point {  fill-color: #F05323; }
12 Apr 2022 10:30:09;25.07,point {  fill-color: #F05323; }
12 Apr 2022 10:20:02;28.97,point {  fill-color: #F05323; }
12 Apr 2022 10:09:55;29.39,point {  fill-color: #F05323; }
12 Apr 2022 09:59:48;26.30,point {  fill-color: #F05323; }
12 Apr 2022 09:49:40;27.49,point {  fill-color: #F05323; }
12 Apr 2022 09:39:33;32.80,point {  fill-color: #F05323; }
12 Apr 2022 09:29:26;26.97,point {  fill-color: #F05323; }
12 Apr 2022 09:19:19;28.92,point {  fill-color: #F05323; }
12 Apr 2022 09:09:12;28.87,point {  fill-color: #F05323; }
12 Apr 2022 08:59:05;25.98,point {  fill-color: #F05323; }
13 Apr 2022 13:42:26;33.38,point {  fill-color: #F05323; }
13 Apr 2022 13:52:33;27.02,point {  fill-color: #F05323; }
13 Apr 2022 13:32:18;34.46,point {  fill-color: #F05323; }
13 Apr 2022 13:22:11;34.51,point {  fill-color: #F05323; }
13 Apr 2022 13:12:04;31.27,point {  fill-color: #F05323; }
13 Apr 2022 13:01:57;28.73,point {  fill-color: #F05323; }
13 Apr 2022 12:51:50;33.17,point {  fill-color: #F05323; }
13 Apr 2022 12:41:43;30.27,point {  fill-color: #F05323; }
13 Apr 2022 12:31:36;32.87,point {  fill-color: #F05323; }
13 Apr 2022 12:21:28;34.29,point {  fill-color: #F05323; }
13 Apr 2022 12:11:21;30.06,point {  fill-color: #F05323; }
13 Apr 2022 12:01:14;25.19,point {  fill-color: #F05323; }
13 Apr 2022 11:51:07;26.50,point {  fill-color: #F05323; }
13 Apr 2022 11:41:00;28.76,point {  fill-color: #F05323; }
13 Apr 2022 11:30:52;25.86,point {  fill-color: #F05323; }
13 Apr 2022 11:20:45;28.10,point {  fill-color: #F05323; }
13 Apr 2022 11:10:38;30.37,point {  fill-color: #F05323; }
13 Apr 2022 11:00:31;32.28,point {  fill-color: #F05323; }
13 Apr 2022 10:50:23;33.42,point {  fill-color: #F05323; }
13 Apr 2022 10:40:16;26.79,point {  fill-color: #F05323; }
13 Apr 2022 10:30:09;28.70,point {  fill-color: #F05323; }
13 Apr 2022 10:20:02;34.13,point {  fill-color: #F05323; }
13 Apr 2022 10:09:55;32.16,point {  fill-color: #F05323; }
13 Apr 2022 09:59:48;27.04,point {  fill-color: #F05323; }
13 Apr 2022 09:49:40;25.88,point {  fill-color: #F05323; }
13 Apr 2022 09:39:33;25.90,point {  fill-color: #F05323; }
13 Apr 2022 09:29:26;32.90,point {  fill-color: #F05323; }
13 Apr 2022 09:19:19;33.10,point {  fill-color: #F05323; }
13 Apr 2022 09:09:12;30.43,point {  fill-color: #F05323; }
13 Apr 2022 08:59:05;31.75,point {  fill-color: #F05323; }
14 Apr 2022 13:42:26;30.99,point {  fill-color: #F05323; }
14 Apr 2022 13:52:33;30.75,point {  fill-color: #F05323; }
14 Apr 2022 13:32:18;29.12,point {  fill-color: #F05323; }
14 Apr 2022 13:22:11;34.06,point {  fill-color: #F05323; }
14 Apr 2022 13:12:04;29.93,point {  fill-color: #F05323; }
14 Apr 2022 13:01:57;25.52,point {  fill-color: #F05323; }
14 Apr 2022 12:51:50;33.34,point {  fill-color: #F05323; }
14 Apr 2022 12:41:43;32.45,point {  fill-color: #F05323; }
14 Apr 2022 12:31:36;28.04,point {  fill-color: #F05323; }
14 Apr 2022 12:21:28;29.19,point {  fill-color: #F05323; }
14 Apr 2022 12:11:21;34.19,point {  fill-color: #F05323; }
14 Apr 2022 12:01:14;27.89,point {  fill-color: #F05323; }
14 Apr 2022 11:51:07;26.09,point {  fill-color: #F05323; }
14 Apr 2022 11:41:00;33.83,point {  fill-color: #F05323; }
14 Apr 2022 11:30:52;25.66,point {  fill-color: #F05323; }
14 Apr 2022 11:20:45;30.14,point {  fill-color: #F05323; }
14 Apr 2022 11:10:38;29.45,point {  fill-color: #F05323; }
14 Apr 2022 11:00:31;30.41,point {  fill-color: #F05323; }
14 Apr 2022 10:50:23;25.46,point {  fill-color: #F05323; }
14 Apr 2022 10:40:16;26.06,point {  fill-color: #F05323; }
14 Apr 2022 10:30:09;25.24,point {  fill-color: #F05323; }
14 Apr 2022 10:20:02;29.91,point {  fill-color: #F05323; }
14 Apr 2022 10:09:55;27.36,point {  fill-color: #F05323; }
14 Apr 2022 09:59:48;26.30,point {  fill-color: #F05323; }
14 Apr 2022 09:49:40;27.94,point {  fill-color: #F05323; }
14 Apr 2022 09:39:33;26.59,point {  fill-color: #F05323; }
14 Apr 2022 09:29:26;34.72,point {  fill-color: #F05323; }
14 Apr 2022 09:19:19;27.07,point {  fill-color: #F05323; }
14 Apr 2022 09:09:12;33.15,point {  fill-color: #F05323; }
14 Apr 2022 08:59:05;26.99,point {  fill-color: #F05323; }
15 Apr 2022 13:42:26;26.28,point {  fill-color: #F05323; }
15 Apr 2022 13:52:33;29.57,point {  fill-color: #F05323; }
15 Apr 2022 13:32:18;33.36,point {  fill-color: #F05323; }
15 Apr 2022 13:22:11;27.43,point {  fill-color: #F05323; }
15 Apr 2022 13:12:04;30.30,point {  fill-color: #F05323; }
15 Apr 2022 13:01:57;33.81,point {  fill-color: #F05323; }
15 Apr 2022 12:51:50;30.76,point {  fill-color: #F05323; }
15 Apr 2022 12:41:43;28.39,point {  fill-color: #F05323; }
15 Apr 2022 12:31:36;29.16,point {  fill-color: #F05323; }
15 Apr 2022 12:21:28;32.60,point {  fill-color: #F05323; }
15 Apr 2022 12:11:21;27.96,point {  fill-color: #F05323; }
15 Apr 2022 12:01:14;30.07,point {  fill-color: #F05323; }
15 Apr 2022 11:51:07;32.46,point {  fill-color: #F05323; }
15 Apr 2022 11:41:00;31.66,point {  fill-color: #F05323; }
15 Apr 2022 11:30:52;32.37,point {  fill-color: #F05323; }
15 Apr 2022 11:20:45;26.50,point {  fill-color: #F05323; }
15 Apr 2022 11:10:38;30.31,point {  fill-color: #F05323; }
15 Apr 2022 11:00:31;26.07,point {  fill-color: #F05323; }
15 Apr 2022 10:50:23;34.77,point {  fill-color: #F05323; }
15 Apr 2022 10:40:16;30.52,point {  fill-color: #F05323; }
15 Apr 2022 10:30:09;33.81,point {  fill-color: #F05323; }
15 Apr 2022 10:20:02;31.11,point {  fill-color: #F05323; }
15 Apr 2022 10:09:55;26.85,point {  fill-color: #F05323; }
15 Apr 2022 09:59:48;29.17,point {  fill-color: #F05323; }
15 Apr 2022 09:49:40;33.97,point {  fill-color: #F05323; }
15 Apr 2022 09:39:33;31.70,point {  fill-color: #F05323; }
15 Apr 2022 09:29:26;34.70,point {  fill-color: #F05323; }
15 Apr 2022 09:19:19;25.76,point {  fill-color: #F05323; }
15 Apr 2022 09:09:12;29.99,point {  fill-color: #F05323; }
15 Apr 2022 08:59:05;27.08,point {  fill-color: #F05323; }
16 Apr 2022 13:42:26;27.82,point {  fill-color: #F05323; }
16 Apr 2022 13:52:33;27.43,point {  fill-color: #F05323; }
16 Apr 2022 13:32:18;28.37,point {  fill-color: #F05323; }
16 Apr 2022 13:22:11;26.67,point {  fill-color: #F05323; }
16 Apr 2022 13:12:04;27.96,point {  fill-color: #F05323; }
16 Apr 2022 13:01:57;33.88,point {  fill-color: #F05323; }
16 Apr 2022 12:51:50;26.37,point {  fill-color: #F05323; }
16 Apr 2022 12:41:43;33.79,point {  fill-color: #F05323; }
16 Apr 2022 12:31:36;29.61,point {  fill-color: #F05323; }
16 Apr 2022 12:21:28;29.16,point {  fill-color: #F05323; }
16 Apr 2022 12:11:21;32.75,point {  fill-color: #F05323; }
16 Apr 2022 12:01:14;32.74,point {  fill-color: #F05323; }
16 Apr 2022 11:51:07;34.73,point {  fill-color: #F05323; }
16 Apr 2022 11:41:00;31.89,point {  fill-color: #F05323; }
16 Apr 2022 11:30:52;33.18,point {  fill-color: #F05323; }
16 Apr 2022 11:20:45;30.83,point {  fill-color: #F05323; }
16 Apr 2022 11:10:38;31.24,point {  fill-color: #F05323; }
16 Apr 2022 11:00:31;30.98,point {  fill-color: #F05323; }
16 Apr 2022 10:50:23;32.89,point {  fill-color: #F05323; }
16 Apr 2022 10:40:16;28.16,point {  fill-color: #F05323; }
16 Apr 2022 10:30:09;32.29,point {  fill-color: #F05323; }
16 Apr 2022 10:20:02;27.39,point {  fill-color: #F05323; }
16 Apr 2022 10:09:55;34.37,point {  fill-color: #F05323; }
16 Apr 2022 09:59:48;29.97,point {  fill-color: #F05323; }
16 Apr 2022 09:49:40;33.08,point {  fill-color: #F05323; }
16 Apr 2022 09:39:33;30.76,point {  fill-color: #F05323; }
16 Apr 2022 09:29:26;33.83,point {  fill-color: #F05323; }
16 Apr 2022 09:19:19;30.73,point {  fill-color: #F05323; }
16 Apr 2022 09:09:12;27.62,point {  fill-color: #F05323; }
16 Apr 2022 08:59:05;32.88,point {  fill-color: #F05323; }
17 Apr 2022 13:42:26;34.28,point {  fill-color: #F05323; }
17 Apr 2022 13:52:33;27.03,point {  fill-color: #F05323; }
17 Apr 2022 13:32:18;30.29,point {  fill-color: #F05323; }
17 Apr 2022 13:22:11;29.33,point {  fill-color: #F05323; }
17 Apr 2022 13:12:04;29.72,point {  fill-color: #F05323; }
17 Apr 2022 13:01:57;26.04,point {  fill-color: #F05323; }
17 Apr 2022 12:51:50;34.30,point {  fill-color: #F05323; }
17 Apr 2022 12:41:43;31.77,point {  fill-color: #F05323; }
17 Apr 2022 12:31:36;31.88,point {  fill-color: #F05323; }
17 Apr 2022 12:21:28;29.72,point {  fill-color: #F05323; }
17 Apr 2022 12:11:21;28.97,point {  fill-color: #F05323; }
17 Apr 2022 12:01:14;34.44,point {  fill-color: #F05323; }
17 Apr 2022 11:51:07;27.15,point {  fill-color: #F05323; }
17 Apr 2022 11:41:00;25.29,point {  fill-color: #F05323; }
17 Apr 2022 11:30:52;25.97,point {  fill-color: #F05323; }
17 Apr 2022 11:20:45;27.99,point {  fill-color: #F05323; }
17 Apr 2022 11:10:38;29.05,point {  fill-color: #F05323; }
17 Apr 2022 11:00:31;31.57,point {  fill-color: #F05323; }
17 Apr 2022 10:50:23;26.34,point {  fill-color: #F05323; }
17 Apr 2022 10:40:16;32.57,point {  fill-color: #F05323; }
17 Apr 2022 10:30:09;28.11,point {  fill-color: #F05323; }
17 Apr 2022 10:20:02;27.52,point {  fill-color: #F05323; }
17 Apr 2022 10:09:55;27.02,point {  fill-color: #F05323; }
17 Apr 2022 09:59:48;34.46,point {  fill-color: #F05323; }
17 Apr 2022 09:49:40;27.97,point {  fill-color: #F05323; }
17 Apr 2022 09:39:33;26.12,point {  fill-color: #F05323; }
17 Apr 2022 09:29:26;33.24,point {  fill-color: #F05323; }
17 Apr 2022 09:19:19;34.22,point {  fill-color: #F05323; }
17 Apr 2022 09:09:12;26.04,point {  fill-color: #F05323; }
17 Apr 2022 08:59:05;30.26,point {  fill-color: #F05323; }
18 Apr 2022 13:42:26;25.08,point {  fill-color: #F05323; }
18 Apr 2022 13:52:33;30.65,point {  fill-color: #F05323; }
18 Apr 2022 13:32:18;29.32,point {  fill-color: #F05323; }
18 Apr 2022 13:22:11;31.62,point {  fill-color: #F05323; }
18 Apr 2022 13:12:04;34.78,point {  fill-color: #F05323; }
18 Apr 2022 13:01:57;25.54,point {  fill-color: #F05323; }
18 Apr 2022 12:51:50;34.18,point {  fill-color: #F05323; }
18 Apr 2022 12:41:43;33.44,point {  fill-color: #F05323; }
18 Apr 2022 12:31:36;29.59,point {  fill-color: #F05323; }
18 Apr 2022 12:21:28;26.16,point {  fill-color: #F05323; }
18 Apr 2022 12:11:21;26.15,point {  fill-color: #F05323; }
18 Apr 2022 12:01:14;33.53,point {  fill-color: #F05323; }
18 Apr 2022 11:51:07;26.52,point {  fill-color: #F05323; }
18 Apr 2022 11:41:00;34.75,point {  fill-color: #F05323; }
18 Apr 2022 11:30:52;25.86,point {  fill-color: #F05323; }
18 Apr 2022 11:20:45;29.70,point {  fill-color: #F05323; }
18 Apr 2022 11:10:38;33.44,point {  fill-color: #F05323; }
18 Apr 2022 11:00:31;29.69,point {  fill-color: #F05323; }
18 Apr 2022 10:50:23;34.09,point {  fill-color: #F05323; }
18 Apr 2022 10:40:16;25.39,point {  fill-color: #F05323; }
18 Apr 2022 10:30:09;30.21,point {  fill-color: #F05323; }
18 Apr 2022 10:20:02;32.40,point {  fill-color: #F05323; }
18 Apr 2022 10:09:55;31.91,point {  fill-color: #F05323; }
18 Apr 2022 09:59:48;31.17,point {  fill-color: #F05323; }
18 Apr 2022 09:49:40;25.20,point {  fill-color: #F05323; }
18 Apr 2022 09:39:33;25.96,point {  fill-color: #F05323; }
18 Apr 2022 09:29:26;26.68,point {  fill-color: #F05323; }
18 Apr 2022 09:19:19;34.75,point {  fill-color: #F05323; }
18 Apr 2022 09:09:12;28.54,point {  fill-color: #F05323; }
18 Apr 2022 08:59:05;26.92,point {  fill-color: #F05323; }
19 Apr 2022 13:42:26;28.19,point {  fill-color: #F05323; }
19 Apr 2022 13:52:33;27.34,point {  fill-color: #F05323; }
19 Apr 2022 13:32:18;28.62,point {  fill-color: #F05323; }
19 Apr 2022 13:22:11;26.61,point {  fill-color: #F05323; }
19 Apr 2022 13:12:04;32.26,point {  fill-color: #F05323; }
19 Apr 2022 13:01:57;27.91,point {  fill-color: #F05323; }
19 Apr 2022 12:51:50;28.36,point {  fill-color: #F05323; }
19 Apr 2022 12:41:43;26.27,point {  fill-color: #F05323; }
19 Apr 2022 12:31:36;34.48,point {  fill-color: #F05323; }
19 Apr 2022 12:21:28;26.87,point {  fill-color: #F05323; }
19 Apr 2022 12:11:21;34.88,point {  fill-color: #F05323; }
19 Apr 2022 12:01:14;30.92,point {  fill-color: #F05323; }
19 Apr 2022 11:51:07;25.61,point {  fill-color: #F05323; }
19 Apr 2022 11:41:00;31.80,point {  fill-color: #F05323; }
19 Apr 2022 11:30:52;26.59,point {  fill-color: #F05323; }
19 Apr 2022 11:20:45;25.14,point {  fill-color: #F05323; }
19 Apr 2022 11:10:38;30.63,point {  fill-color: #F05323; }
19 Apr 2022 11:00:31;26.20,point {  fill-color: #F05323; }
19 Apr 2022 10:50:23;32.42,point {  fill-color: #F05323; }
19 Apr 2022 10:40:16;32.33,point {  fill-color: #F05323; }
19 Apr 2022 10:30:09;32.22,point {  fill-color: #F05323; }
19 Apr 2022 10:20:02;30.50,point {  fill-color: #F05323; }
19 Apr 2022 10:09:55;27.57,point {  fill-color: #F05323; }
19 Apr 2022 09:59:48;28.61,point {  fill-color: #F05323; }
19 Apr 2022 09:49:40;31.72,point {  fill-color: #F05323; }
19 Apr 2022 09:39:33;29.59,point {  fill-color: #F05323; }
19 Apr 2022 09:29:26;26.65,point {  fill-color: #F05323; }
19 Apr 2022 09:19:19;34.58,point {  fill-color: #F05323; }
19 Apr 2022 09:09:12;27.35,point {  fill-color: #F05323; }
19 Apr 2022 08:59:05;29.23,point {  fill-color: #F05323; }
20 Apr 2022 13:42:26;34.26,point {  fill-color: #F05323; }
20 Apr 2022 13:52:33;32.74,point {  fill-color: #F05323; }
20 Apr 2022 13:32:18;31.69,point {  fill-color: #F05323; }
20 Apr 2022 13:22:11;33.03,point {  fill-color: #F05323; }
20 Apr 2022 13:12:04;31.39,point {  fill-color: #F05323; }
20 Apr 2022 13:01:57;30.81,point {  fill-color: #F05323; }
20 Apr 2022 12:51:50;32.82,point {  fill-color: #F05323; }
20 Apr 2022 12:41:43;30.98,point {  fill-color: #F05323; }
20 Apr 2022 12:31:36;26.03,point {  fill-color: #F05323; }
20 Apr 2022 12:21:28;34.09,point {  fill-color: #F05323; }
20 Apr 2022 12:11:21;34.59,point {  fill-color: #F05323; }
20 Apr 2022 12:01:14;30.38,point {  fill-color: #F05323; }
20 Apr 2022 11:51:07;26.86,point {  fill-color: #F05323; }
20 Apr 2022 11:41:00;28.66,point {  fill-color: #F05323; }
20 Apr 2022 11:30:52;29.98,point {  fill-color: #F05323; }
20 Apr 2022 11:20:45;34.59,point {  fill-color: #F05323; }
20 Apr 2022 11:10:38;26.73,point {  fill-color: #F05323; }
20 Apr 2022 11:00:31;26.00,point {  fill-color: #F05323; }
20 Apr 2022 10:50:23;29.28,point {  fill-color: #F05323; }
20 Apr 2022 10:40:16;28.77,point {  fill-color: #F05323; }
20 Apr 2022 10:30:09;29.20,point {  fill-color: #F05323; }
20 Apr 2022 10:20:02;28.31,point {  fill-color: #F05323; }
20 Apr 2022 10:09:55;29.06,point {  fill-color: #F05323; }
20 Apr 2022 09:59:48;26.75,point {  fill-color: #F05323; }
20 Apr 2022 09:49:40;26.17,point {  fill-color: #F05323; }
20 Apr 2022 09:39:33;29.86,point {  fill-color: #F05323; }
20 Apr 2022 09:29:26;27.63,point {  fill-color: #F05323; }
20 Apr 2022 09:19:19;27.54,point {  fill-color: #F05323; }
20 Apr 2022 09:09:12;25.55,point {  fill-color: #F05323; }
20 Apr 2022 08:59:05;28.21,point {  fill-color: #F05323; }
21 Apr 2022 13:42:26;26.58,point {  fill-color: #F05323; }
21 Apr 2022 13:52:33;28.10,point {  fill-color: #F05323; }
21 Apr 2022 13:32:18;25.24,point {  fill-color: #F05323; }
21 Apr 2022 13:22:11;28.91,point {  fill-color: #F05323; }
21 Apr 2022 13:12:04;29.61,point {  fill-color: #F05323; }
21 Apr 2022 13:01:57;30.51,point {  fill-color: #F05323; }
21 Apr 2022 12:51:50;27.57,point {  fill-color: #F05323; }
21 Apr 2022 12:41:43;25.89,point {  fill-color: #F05323; }
21 Apr 2022 12:31:36;30.89,point {  fill-color: #F05323; }
21 Apr 2022 12:21:28;29.79,point {  fill-color: #F05323; }
21 Apr 2022 12:11:21;29.16,point {  fill-color: #F05323; }
21 Apr 2022 12:01:14;34.72,point {  fill-color: #F05323; }
21 Apr 2022 11:51:07;26.66,point {  fill-color: #F05323; }
21 Apr 2022 11:41:00;34.79,point {  fill-color: #F05323; }
21 Apr 2022 11:30:52;28.03,point {  fill-color: #F05323; }
21 Apr 2022 11:20:45;26.17,point {  fill-color: #F05323; }
21 Apr 2022 11:10:38;28.24,point {  fill-color: #F05323; }
21 Apr 2022 11:00:31;30.05,point {  fill-color: #F05323; }
21 Apr 2022 10:50:23;29.72,point {  fill-color: #F05323; }
21 Apr 2022 10:40:16;34.41,point {  fill-color: #F05323; }
21 Apr 2022 10:30:09;26.54,point {  fill-color: #F05323; }
21 Apr 2022 10:20:02;29.35,point {  fill-color: #F05323; }
21 Apr 2022 10:09:55;26.50,point {  fill-color: #F05323; }
21 Apr 2022 09:59:48;29.33,point {  fill-color: #F05323; }
21 Apr 2022 09:49:40;32.81,point {  fill-color: #F05323; }
21 Apr 2022 09:39:33;27.32,point {  fill-color: #F05323; }
21 Apr 2022 09:29:26;33.93,point {  fill-color: #F05323; }
21 Apr 2022 09:19:19;30.77,point {  fill-color: #F05323; }
21 Apr 2022 09:09:12;27.87,point {  fill-color: #F05323; }
21 Apr 2022 08:59:05;31.69,point {  fill-color: #F05323; }
22 Apr 2022 13:42:26;29.49,point {  fill-color: #F05323; }
22 Apr 2022 13:52:33;32.73,point {  fill-color: #F05323; }
22 Apr 2022 13:32:18;31.20,point {  fill-color: #F05323; }
22 Apr 2022 13:22:11;25.05,point {  fill-color: #F05323; }
22 Apr 2022 13:12:04;34.35,point {  fill-color: #F05323; }
22 Apr 2022 13:01:57;34.51,point {  fill-color: #F05323; }
22 Apr 2022 12:51:50;29.35,point {  fill-color: #F05323; }
22 Apr 2022 12:41:43;28.39,point {  fill-color: #F05323; }
22 Apr 2022 12:31:36;28.97,point {  fill-color: #F05323; }
22 Apr 2022 12:21:28;27.99,point {  fill-color: #F05323; }
22 Apr 2022 12:11:21;34.66,point {  fill-color: #F05323; }
22 Apr 2022 12:01:14;33.47,point {  fill-color: #F05323; }
22 Apr 2022 11:51:07;27.91,point {  fill-color: #F05323; }
22 Apr 2022 11:41:00;28.69,point {  fill-color: #F05323; }
22 Apr 2022 11:30:52;32.74,point {  fill-color: #F05323; }
22 Apr 2022 11:20:45;25.98,point {  fill-color: #F05323; }
22 Apr 2022 11:10:38;28.09,point {  fill-color: #F05323; }
22 Apr 2022 11:00:31;32.18,point {  fill-color: #F05323; }
22 Apr 2022 10:50:23;33.84,point {  fill-color: #F05323; }
22 Apr 2022 10:40:16;31.16,point {  fill-color: #F05323; }
22 Apr 2022 10:30:09;32.68,point {  fill-color: #F05323; }
22 Apr 2022 10:20:02;33.65,point {  fill-color: #F05323; }
22 Apr 2022 10:09:55;34.69,point {  fill-color: #F05323; }
22 Apr 2022 09:59:48;32.24,point {  fill-color: #F05323; }
22 Apr 2022 09:49:40;31.16,point {  fill-color: #F05323; }
22 Apr 2022 09:39:33;25.45,point {  fill-color: #F05323; }
22 Apr 2022 09:29:26;25.71,point {  fill-color: #F05323; }
22 Apr 2022 09:19:19;32.23,point {  fill-color: #F05323; }
22 Apr 2022 09:09:12;26.90,point {  fill-color: #F05323; }
22 Apr 2022 08:59:05;32.44,point {  fill-color: #F05323; }
23 Apr 2022 13:42:26;29.35,point {  fill-color: #F05323; }
23 Apr 2022 13:52:33;32.66,point {  fill-color: #F05323; }
23 Apr 2022 13:32:18;26.16,point {  fill-color: #F05323; }
23 Apr 2022 13:22:11;26.33,point {  fill-color: #F05323; }
23 Apr 2022 13:12:04;32.25,point {  fill-color: #F05323; }
23 Apr 2022 13:01:57;25.69,point {  fill-color: #F05323; }
23 Apr 2022 12:51:50;27.74,point {  fill-color: #F05323; }
23 Apr 2022 12:41:43;34.29,point {  fill-color: #F05323; }
23 Apr 2022 12:31:36;29.04,point {  fill-color: #F05323; }
23 Apr 2022 12:21:28;33.80,point {  fill-color: #F05323; }
23 Apr 2022 12:11:21;29.60,point {  fill-color: #F05323; }
23 Apr 2022 12:01:14;34.29,point {  fill-color: #F05323; }
23 Apr 2022 11:51:07;26.95,point {  fill-color: #F05323; }
23 Apr 2022 11:41:00;28.31,point {  fill-color: #F05323; }
23 Apr 2022 11:30:52;27.86,point {  fill-color: #F05323; }
23 Apr 2022 11:20:45;30.12,point {  fill-color: #F05323; }
23 Apr 2022 11:10:38;34.64,point {  fill-color: #F05323; }
23 Apr 2022 11:00:31;29.82,point {  fill-color: #F05323; }
23 Apr 2022 10:50:23;31.16,point {  fill-color: #F05323; }
23 Apr 2022 10:40:16;31.81,point {  fill-color: #F05323; }
23 Apr 2022 10:30:09;32.67,point {  fill-color: #F05323; }
23 Apr 2022 10:20:02;26.51,point {  fill-color: #F05323; }
23 Apr 2022 10:09:55;30.49,point {  fill-color: #F05323; }
23 Apr 2022 09:59:48;29.67,point {  fill-color: #F05323; }
23 Apr 2022 09:49:40;29.89,point {  fill-color: #F05323; }
23 Apr 2022 09:39:33;26.03,point {  fill-color: #F05323; }
23 Apr 2022 09:29:26;31.25,point {  fill-color: #F05323; }
23 Apr 2022 09:19:19;29.36,point {  fill-color: #F05323; }
23 Apr 2022 09:09:12;28.19,point {  fill-color: #F05323; }
23 Apr 2022 08:59:05;25.52,point {  fill-color: #F05323; }
24 Apr 2022 13:42:26;25.15,point {  fill-color: #F05323; }
24 Apr 2022 13:52:33;31.09,point {  fill-color: #F05323; }
24 Apr 2022 13:32:18;32.63,point {  fill-color: #F05323; }
24 Apr 2022 13:22:11;29.29,point {  fill-color: #F05323; }
24 Apr 2022 13:12:04;31.14,point {  fill-color: #F05323; }
24 Apr 2022 13:01:57;27.50,point {  fill-color: #F05323; }
24 Apr 2022 12:51:50;27.48,point {  fill-color: #F05323; }
24 Apr 2022 12:41:43;28.72,point {  fill-color: #F05323; }
